Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,1.72,1.72,0,1.84,0,0.12
2,3.93,3.93,0,4.6,0,0.67
3,11.6,11.6,0,12.13,0,0.530000000000001
4,13.16,13.16,0,13.39,0,0.23
5,14.62,14.62,0,17.31,0,2.69
6,14.67,17.31,0,19.35,2.64,4.68
7,20.54,20.54,0,20.58,0,0.039999999999999
8,22.55,22.55,0,23.8,0,1.25
9,24.93,24.93,0,25.4,0,0.469999999999999
10,25.7,25.7,0,26.26,0,0.560000000000002
11,25.87,26.26,0,28.72,0.390000000000001,2.85
12,26.41,28.72,0,29.39,2.31,2.98
13,28.68,29.39,0,29.66,0.710000000000001,0.98
14,30.23,30.23,0,30.44,0,0.210000000000001
15,31.23,31.23,0,34.6,0,3.37
16,33.36,34.6,0,34.89,1.24,1.53
17,34.61,34.89,0,35.34,0.280000000000001,0.730000000000004
18,36.35,36.35,0,37.3,0,0.949999999999996
19,38.53,38.53,0,41.17,0,2.64
20,39.21,41.17,0,41.92,1.96,2.71
21,39.37,41.92,0,42.46,2.55,3.09
22,40.23,42.46,0,42.98,2.23,2.75
23,41.08,42.98,0,42.99,1.9,1.91
24,41.76,42.99,0,44.42,1.23,2.66
25,44.35,44.42,0,44.65,0.07,0.299999999999997
26,44.94,44.94,0,45.59,0,0.650000000000006
27,46.02,46.02,0,46.1,0,0.079999999999998
28,46.2,46.2,0,46.42,0,0.219999999999999
29,47.24,47.24,0,50.99,0,3.75
30,49.78,50.99,0,51.1,1.21,1.32
31,50.21,51.1,0,51.99,0.890000000000001,1.78
32,50.88,51.99,0,52.03,1.11,1.15
33,53.45,53.45,0,57.11,0,3.66
34,54.56,57.11,0,57.23,2.55,2.66999999999999
35,59.03,59.03,0,62.47,0,3.44
36,60.28,62.47,0,63.6,2.19,3.32
37,61.36,63.6,0,64.35,2.24,2.98999999999999
38,65.29,65.29,0,65.57,0,0.279999999999987
39,65.75,65.75,0,67.91,0,2.16
40,66.12,67.91,0,71.18,1.78999999999999,5.06
41,68.6,71.18,0,71.26,2.58000000000001,2.66000000000001
42,72.02,72.02,0,72.9,0,0.88000000000001
43,75.69,75.69,0,80.97,0,5.28
44,77.9,80.97,0,82.97,3.06999999999999,5.06999999999999
45,78.28,82.97,0,84.58,4.69,6.3
46,86.47,86.47,0,88.66,0,2.19
47,89.06,89.06,0,90.97,0,1.91
48,91.22,91.22,0,92.53,0,1.31
49,91.63,92.53,0,94.39,0.900000000000006,2.76000000000001
50,92.12,94.39,0,95.41,2.27,3.28999999999999
51,93.3,95.41,0,95.77,2.11,2.47
52,95.58,95.77,0,97.82,0.189999999999998,2.23999999999999
53,96.29,97.82,0,98.24,1.52999999999999,1.94999999999999
54,97.21,98.24,0,98.61,1.03,1.40000000000001
55,100.4,100.4,0,102.83,0,2.42999999999999
56,101.76,102.83,0,103.04,1.06999999999999,1.28
57,102.72,103.04,0,104.42,0.320000000000007,1.7
58,105.06,105.06,0,106.26,0,1.2
59,106.05,106.26,0,106.99,0.210000000000008,0.939999999999998
60,106.16,106.99,0,109.27,0.829999999999998,3.11
61,107.36,109.27,0,110.52,1.91,3.16
62,107.63,110.52,0,115.94,2.89,8.31
63,110.36,115.94,0,118.14,5.58,7.78
64,113.15,118.14,0,122.63,4.99,9.47999999999999
65,113.42,122.63,0,123.41,9.20999999999999,9.99
66,113.78,123.41,0,123.97,9.63,10.19
67,117,123.97,0,129.68,6.97,12.68
68,118.34,129.68,0,130.87,11.34,12.53
69,119.15,130.87,0,134.45,11.72,15.3
70,121.78,134.45,0,134.83,12.67,13.05
71,128.49,134.83,0,136.33,6.34,7.84
72,130.89,136.33,0,136.71,5.44000000000003,5.82000000000002
73,130.94,136.71,0,136.97,5.77000000000001,6.03
74,132.11,136.97,0,139.18,4.85999999999999,7.06999999999999
75,133.37,139.18,0,143.46,5.81,10.09
76,134.86,143.46,0,145.46,8.59999999999999,10.6
77,138.93,145.46,0,147.18,6.53,8.25
78,141.88,147.18,0,149.6,5.30000000000001,7.72
79,147.69,149.6,0,150.82,1.91,3.13
80,148.15,150.82,0,153.76,2.66999999999999,5.60999999999999
81,149.92,153.76,0,158.46,3.84,8.54000000000002
82,151,158.46,0,159.51,7.46000000000001,8.50999999999999
83,151.29,159.51,0,162.26,8.22,10.97
84,153.9,162.26,0,169,8.35999999999999,15.1
85,155.89,169,0,169.13,13.11,13.24
86,157.04,169.13,0,170.51,12.09,13.47
87,159.41,170.51,0,170.68,11.1,11.27
88,159.46,170.68,0,170.8,11.22,11.34
89,159.69,170.8,0,171.53,11.11,11.84
90,162.59,171.53,0,172.23,8.94,9.63999999999999
91,163.46,172.23,0,176.69,8.76999999999998,13.23
92,165.7,176.69,0,178.49,10.99,12.79
93,166.21,178.49,0,178.95,12.28,12.74
94,169.88,178.95,0,182.21,9.06999999999999,12.33
95,171.88,182.21,0,183.14,10.33,11.26
96,173.01,183.14,0,187.04,10.13,14.03
97,173.9,187.04,0,187.68,13.14,13.78
98,174.83,187.68,0,188.23,12.85,13.4
99,174.86,188.23,0,189.89,13.37,15.03
100,176.75,189.89,0,190.01,13.14,13.26
101,178.22,190.01,0,191.6,11.79,13.38
102,178.79,191.6,0,192.98,12.81,14.19
103,181.95,192.98,0,199.07,11.03,17.12
104,183.2,199.07,0,201.55,15.87,18.35
105,186.03,201.55,0,202.57,15.52,16.54
106,189.17,202.57,0,203.79,13.4,14.62
107,190.18,203.79,0,204.38,13.61,14.2
108,190.85,204.38,0,205.06,13.53,14.21
109,193.73,205.06,0,205.9,11.33,12.17
110,195.22,205.9,0,206.35,10.68,11.13
111,197.52,206.35,0,206.66,8.82999999999998,9.13999999999999
112,199.03,206.66,0,208.35,7.63,9.31999999999999
113,200.3,208.35,0,215.76,8.04999999999998,15.46
114,200.94,215.76,0,216.5,14.82,15.56
115,203.45,216.5,0,217.14,13.05,13.69
116,203.45,217.14,0,221.38,13.69,17.93
117,205.64,221.38,0,221.42,15.74,15.78
118,207.22,221.42,0,222.55,14.2,15.33
119,207.5,222.55,0,227.23,15.05,19.73
120,210.31,227.23,0,228.04,16.92,17.73
