Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,2.54,2.54,0,7.52,0,4.98
2,7.92,7.92,0,8.28,0,0.359999999999999
3,17.24,17.24,0,18.18,0,0.940000000000001
4,39.75,39.75,0,41.28,0,1.53
5,50.53,50.53,0,51,0,0.469999999999999
6,51.83,51.83,0,52.22,0,0.390000000000001
7,66.78,66.78,0,67.1,0,0.319999999999993
8,80.14,80.14,0,80.26,0,0.120000000000005
9,126.7,126.7,0,128.49,0,1.79000000000001
10,126.75,128.49,0,129.6,1.74000000000001,2.84999999999999
11,129.99,129.99,0,131.66,0,1.66999999999999
12,146.43,146.43,0,146.92,0,0.489999999999981
13,162.49,162.49,0,163.89,0,1.39999999999998
14,178.98,178.98,0,179.36,0,0.380000000000024
15,181.77,181.77,0,183.53,0,1.75999999999999
16,189.28,189.28,0,193.02,0,3.74000000000001
17,211.03,211.03,0,212.66,0,1.63
18,228.22,228.22,0,228.62,0,0.400000000000006
19,228.82,228.82,0,229,0,0.180000000000007
20,230.78,230.78,0,231.84,0,1.06
21,232.98,232.98,0,233.55,0,0.570000000000022
22,236.35,236.35,0,236.78,0,0.430000000000007
23,258.94,258.94,0,260.2,0,1.25999999999999
24,262.87,262.87,0,264.01,0,1.13999999999999
25,263.66,264.01,0,268.35,0.349999999999966,4.69
26,275.52,275.52,0,278.88,0,3.36000000000001
27,291.45,291.45,0,292.72,0,1.27000000000004
28,292.99,292.99,0,297.14,0,4.14999999999998
29,294.42,297.14,0,298.26,2.71999999999997,3.83999999999997
30,303.85,303.85,0,304.31,0,0.45999999999998
31,305.21,305.21,0,305.69,0,0.480000000000018
32,314.43,314.43,0,315.37,0,0.939999999999998
33,340.77,340.77,0,343,0,2.23000000000002
34,346.28,346.28,0,349.12,0,2.84000000000003
35,383.7,383.7,0,386.86,0,3.16000000000002
36,387.35,387.35,0,388.97,0,1.62
37,392.71,392.71,0,393.22,0,0.510000000000048
38,394.3,394.3,0,400.23,0,5.93000000000001
39,411.48,411.48,0,411.61,0,0.129999999999995
40,418,418,0,418.25,0,0.25
41,437.07,437.07,0,439.28,0,2.20999999999998
42,438.86,439.28,0,439.93,0.419999999999959,1.06999999999999
43,446.61,446.61,0,448.25,0,1.63999999999999
44,451.38,451.38,0,451.61,0,0.230000000000018
45,460.96,460.96,0,462.51,0,1.55000000000001
46,468.99,468.99,0,472,0,3.00999999999999
47,477.92,477.92,0,478.44,0,0.519999999999982
48,479.3,479.3,0,484.14,0,4.83999999999998
49,480.86,484.14,0,485.63,3.27999999999997,4.76999999999998
50,485.47,485.63,0,489.76,0.159999999999968,4.28999999999996
51,512.59,512.59,0,513.2,0,0.610000000000014
52,526.24,526.24,0,528.46,0,2.22000000000003
53,550.84,550.84,0,554.95,0,4.11000000000001
54,551.33,554.95,0,557.52,3.62,6.18999999999994
55,551.47,557.52,0,557.82,6.04999999999995,6.35000000000002
56,557.43,557.82,0,559.41,0.3900000000001,1.98000000000002
57,571.74,571.74,0,574.07,0,2.33000000000004
58,586.49,586.49,0,587.24,0,0.75
59,608.81,608.81,0,609.35,0,0.540000000000077
60,614.38,614.38,0,615.16,0,0.779999999999973
61,614.78,615.16,0,617.6,0.379999999999995,2.82000000000005
62,621.38,621.38,0,622.07,0,0.690000000000055
63,625.47,625.47,0,626.44,0,0.970000000000027
64,630.05,630.05,0,631.7,0,1.65000000000009
65,638.67,638.67,0,641.42,0,2.75
66,662.17,662.17,0,662.63,0,0.460000000000036
67,668.07,668.07,0,668.08,0,0.009999999999991
68,713,713,0,715.05,0,2.04999999999995
69,730.23,730.23,0,731.56,0,1.32999999999993
70,742.2,742.2,0,742.75,0,0.549999999999955
71,743.88,743.88,0,744.31,0,0.42999999999995
72,753.94,753.94,0,754.76,0,0.819999999999936
73,759.04,759.04,0,760.38,0,1.34000000000003
74,770.24,770.24,0,771.4,0,1.15999999999997
75,780.92,780.92,0,781.85,0,0.930000000000064
76,799.39,799.39,0,799.8,0,0.409999999999968
77,818.79,818.79,0,819.7,0,0.910000000000082
78,829.72,829.72,0,830.64,0,0.919999999999959
79,838.77,838.77,0,842.71,0,3.94000000000005
80,839.11,842.71,0,845.19,3.60000000000002,6.08000000000004
