Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turaround Time
324,3456.09,3456.09,0,3456.73,0,0.639999999999873
325,3463.83,3463.83,0,3464.35,0,0.519999999999982
326,3473.33,3473.33,0,3475.69,0,2.36000000000013
327,3482.96,3482.96,0,3483.79,0,0.829999999999927
328,3483.01,3483.79,0,3484.26,0.779999999999745,1.25
329,3485.44,3485.44,0,3487.57,0,2.13000000000011
330,3487.09,3487.57,0,3488.07,0.480000000000018,0.980000000000018
331,3498.95,3498.95,0,3500.64,0,1.69000000000005
332,3512.45,3512.45,0,3513.61,0,1.16000000000031
333,3524.44,3524.44,0,3525.12,0,0.679999999999836
334,3547.84,3547.84,0,3548.53,0,0.690000000000055
335,3556.88,3556.88,0,3557.64,0,0.759999999999764
336,3566.28,3566.28,0,3569.94,0,3.65999999999985
337,3566.48,3569.94,0,3570.25,3.46000000000004,3.76999999999998
338,3571.8,3571.8,0,3572.43,0,0.629999999999654
339,3572.46,3572.46,0,3573.4,0,0.940000000000055
340,3602.89,3602.89,0,3603.91,0,1.01999999999998
341,3612.76,3612.76,0,3613.9,0,1.13999999999987
342,3619.64,3619.64,0,3622.3,0,2.66000000000031
343,3619.89,3622.3,0,3624.13,2.41000000000031,4.24000000000024
344,3637.28,3637.28,0,3638.26,0,0.980000000000018
345,3638.39,3638.39,0,3641.07,0,2.68000000000029
346,3654.94,3654.94,0,3659.49,0,4.54999999999973
347,3677.9,3677.9,0,3679.03,0,1.13000000000011
348,3681.26,3681.26,0,3685.72,0,4.45999999999958
349,3683.32,3685.72,0,3686.07,2.39999999999964,2.75
350,3683.49,3686.07,0,3687.57,2.58000000000038,4.08000000000038
351,3688.53,3688.53,0,3688.81,0,0.279999999999745
352,3726.41,3726.41,0,3726.6,0,0.190000000000055
353,3748.59,3748.59,0,3750.43,0,1.83999999999969
354,3758.29,3758.29,0,3758.7,0,0.409999999999855
355,3759.94,3759.94,0,3760.53,0,0.590000000000146
356,3764.45,3764.45,0,3764.78,0,0.330000000000382
357,3768.96,3768.96,0,3769.85,0,0.889999999999873
358,3770.66,3770.66,0,3774.49,0,3.82999999999993
359,3782.6,3782.6,0,3782.7,0,0.099999999999909
360,3797.72,3797.72,0,3800.02,0,2.30000000000018
361,3810.22,3810.22,0,3811.67,0,1.45000000000027
362,3813.93,3813.93,0,3816.16,0,2.23000000000002
363,3816.27,3816.27,0,3817.78,0,1.51000000000022
364,3818.18,3818.18,0,3819.81,0,1.63000000000011
