Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,14.6,14.6,0,16,0,1.4
2,26.96,26.96,0,29.07,0,2.11
3,39.61,39.61,0,39.75,0,0.140000000000001
4,59.56,59.56,0,59.59,0,0.030000000000001
5,64.91,64.91,0,66.52,0,1.61
6,76.47,76.47,0,76.58,0,0.109999999999999
7,83.21,83.21,0,83.5,0,0.290000000000006
8,83.63,83.63,0,83.8,0,0.170000000000002
9,84.93,84.93,0,86.89,0,1.95999999999999
10,99.97,99.97,0,103.22,0,3.25
11,112.91,112.91,0,113.54,0,0.63000000000001
12,130.77,130.77,0,132.48,0,1.70999999999998
13,133.62,133.62,0,134.96,0,1.34
14,135.55,135.55,0,137.34,0,1.78999999999999
15,144.4,144.4,0,146.88,0,2.47999999999999
16,159.3,159.3,0,160.68,0,1.38
17,161.12,161.12,0,161.28,0,0.159999999999997
18,188.66,188.66,0,189.01,0,0.349999999999994
19,190.93,190.93,0,191.01,0,0.079999999999984
20,217.87,217.87,0,218.03,0,0.159999999999997
21,225.28,225.28,0,225.53,0,0.25
22,236.94,236.94,0,237.55,0,0.610000000000014
23,269.34,269.34,0,269.55,0,0.210000000000036
24,277.01,277.01,0,277.55,0,0.54000000000002
25,282.03,282.03,0,284.06,0,2.03000000000003
26,290.94,290.94,0,291.35,0,0.410000000000025
27,295.01,295.01,0,296.34,0,1.32999999999998
28,297.73,297.73,0,298.15,0,0.419999999999959
29,309.39,309.39,0,309.51,0,0.120000000000005
30,315.48,315.48,0,318.88,0,3.39999999999998
31,335.38,335.38,0,337.34,0,1.95999999999998
32,338.74,338.74,0,341.01,0,2.26999999999998
33,354.1,354.1,0,355.99,0,1.88999999999999
34,367.3,367.3,0,367.83,0,0.529999999999973
35,377.09,377.09,0,377.17,0,0.080000000000041
36,387.43,387.43,0,387.51,0,0.079999999999984
37,388.73,388.73,0,389.94,0,1.20999999999998
38,401.75,401.75,0,404.4,0,2.64999999999998
39,405.53,405.53,0,406.72,0,1.19000000000005
40,426.6,426.6,0,427.29,0,0.689999999999998
41,429.29,429.29,0,430.37,0,1.07999999999998
42,432.38,432.38,0,435.2,0,2.81999999999999
43,448.18,448.18,0,449.76,0,1.57999999999998
44,451.95,451.95,0,453.22,0,1.27000000000004
45,458.04,458.04,0,461.06,0,3.01999999999998
46,469.8,469.8,0,470.54,0,0.740000000000009
47,481.62,481.62,0,482.87,0,1.25
48,497.47,497.47,0,498.02,0,0.549999999999955
49,500.58,500.58,0,500.77,0,0.189999999999998
50,522.13,522.13,0,523.18,0,1.04999999999995
51,528.02,528.02,0,528.51,0,0.490000000000009
52,528.7,528.7,0,528.71,0,0.009999999999991
53,529.07,529.07,0,530.17,0,1.09999999999991
54,541.29,541.29,0,541.65,0,0.360000000000014
55,559.79,559.79,0,562.05,0,2.25999999999999
56,568.19,568.19,0,568.4,0,0.209999999999923
57,577.71,577.71,0,579.26,0,1.54999999999995
58,578.14,579.26,0,579.58,1.12,1.44000000000005
59,617.33,617.33,0,617.55,0,0.219999999999914
60,619.78,619.78,0,620.75,0,0.970000000000027
61,619.97,620.75,0,621.07,0.779999999999973,1.10000000000002
62,624.54,624.54,0,624.77,0,0.230000000000018
63,626.57,626.57,0,628.32,0,1.75
64,631.94,631.94,0,633.1,0,1.15999999999997
65,634.18,634.18,0,634.3,0,0.120000000000005
66,640.89,640.89,0,641.14,0,0.25
67,644.25,644.25,0,644.29,0,0.039999999999964
68,649.02,649.02,0,649.06,0,0.039999999999964
69,658.28,658.28,0,659.21,0,0.930000000000064
70,681.08,681.08,0,681.36,0,0.279999999999973
71,685.3,685.3,0,686.58,0,1.28000000000009
72,693.54,693.54,0,693.91,0,0.370000000000005
73,693.64,693.91,0,694.26,0.269999999999982,0.620000000000005
74,715.34,715.34,0,716.61,0,1.26999999999998
75,726.66,726.66,0,726.67,0,0.009999999999991
76,738.45,738.45,0,738.87,0,0.419999999999959
77,762.12,762.12,0,762.43,0,0.309999999999945
78,766.53,766.53,0,767.2,0,0.670000000000073
79,782.48,782.48,0,783.02,0,0.539999999999964
80,797.23,797.23,0,798.43,0,1.19999999999993
81,801.27,801.27,0,802.51,0,1.24000000000001
82,844.75,844.75,0,847.82,0,3.07000000000005
83,854.26,854.26,0,858.77,0,4.50999999999999
84,854.4,858.77,0,859.14,4.37,4.74000000000001
85,887.73,887.73,0,891.93,0,4.19999999999993
86,889.63,891.93,0,892.78,2.29999999999995,3.14999999999998
87,889.74,892.78,0,894.07,3.03999999999996,4.33000000000004
88,903.67,903.67,0,904.58,0,0.910000000000082
