Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,0.13,0.13,0,1.59,0,1.46
2,0.97,1.59,0,2.76,0.62,1.79
3,1.96,2.76,0,4.45,0.8,2.49
4,2.28,4.45,0,5.15,2.17,2.87
5,2.47,5.15,0,6.99,2.68,4.52
6,3.23,6.99,0,8.88,3.76,5.65
7,3.78,8.88,0,10.36,5.1,6.58
8,4.4,10.36,0,11.85,5.96,7.45
9,4.65,11.85,0,12.03,7.2,7.38
10,4.79,12.03,0,12.69,7.24,7.9
11,9.15,12.69,0,15.13,3.54,5.98
12,9.38,15.13,0,15.82,5.75,6.44
13,9.39,15.82,0,17.25,6.43,7.86
14,10.46,17.25,0,17.95,6.79,7.49
15,13.04,17.95,0,19.32,4.91,6.28
16,14.12,19.32,0,20.21,5.2,6.09
17,18.36,20.21,0,22.01,1.85,3.65
18,18.87,22.01,0,24.52,3.14,5.65
19,21.06,24.52,0,24.56,3.46,3.5
20,22.51,24.56,0,28.88,2.05,6.37
21,23.38,28.88,0,31.98,5.5,8.6
22,24.29,31.98,0,35.28,7.69,10.99
23,26.52,35.28,0,35.44,8.76,8.92
24,26.65,35.44,0,36.13,8.79,9.48
25,27.55,36.13,0,36.18,8.58,8.63
26,29.98,36.18,0,36.41,6.2,6.43
27,31.47,36.41,0,38.54,4.94,7.07
28,34.64,38.54,0,39.87,3.9,5.23
29,41.27,41.27,0,42.83,0,1.56
30,43.25,43.25,0,44.77,0,1.52
31,43.62,44.77,0,45.26,1.15000000000001,1.64
32,44.5,45.26,0,46.51,0.759999999999998,2.01
33,45.43,46.51,0,47.5,1.08,2.07
34,48.1,48.1,0,48.84,0,0.740000000000002
35,48.77,48.84,0,49.24,0.07,0.469999999999999
36,49.47,49.47,0,52.06,0,2.59
37,51.5,52.06,0,52.47,0.560000000000002,0.969999999999999
38,51.77,52.47,0,54.4,0.699999999999996,2.63
39,52.47,54.4,0,55.36,1.93,2.89
40,52.71,55.36,0,56.77,2.65,4.06
41,53.07,56.77,0,57.09,3.7,4.02
42,53.38,57.09,0,58.1,3.71,4.72
43,54.26,58.1,0,58.35,3.84,4.09
44,54.6,58.35,0,64.16,3.75,9.56
45,55.1,64.16,0,64.86,9.06,9.76
46,55.48,64.86,0,65.87,9.38,10.39
47,56.4,65.87,0,68.26,9.47000000000001,11.86
48,57.11,68.26,0,70.96,11.15,13.85
49,57.13,70.96,0,73.92,13.83,16.79
50,57.31,73.92,0,74.06,16.61,16.75
51,57.61,74.06,0,78.34,16.45,20.73
52,59.91,78.34,0,78.75,18.43,18.84
53,61.59,78.75,0,85.25,17.16,23.66
54,63.3,85.25,0,85.47,21.95,22.17
55,69.51,85.47,0,85.63,15.96,16.12
56,69.78,85.63,0,85.91,15.85,16.13
57,70.24,85.91,0,88.14,15.67,17.9
58,70.62,88.14,0,89.21,17.52,18.59
59,70.62,89.21,0,91.41,18.59,20.79
60,71.51,91.41,0,95.63,19.9,24.12
61,72.85,95.63,0,100.78,22.78,27.93
62,73.81,100.78,0,103.02,26.97,29.21
63,74.21,103.02,0,103.18,28.81,28.97
64,78.93,103.18,0,103.19,24.25,24.26
65,82.25,103.19,0,103.47,20.94,21.22
66,83.7,103.47,0,103.7,19.77,20
67,83.89,103.7,0,107.74,19.81,23.85
