Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,0.3,0.3,0,1.41,0,1.11
2,1.67,1.67,0,3.42,0,1.75
3,5.45,5.45,0,5.52,0,0.069999999999999
4,6.32,6.32,0,6.65,0,0.33
5,9.61,9.61,0,9.96,0,0.350000000000001
6,10.75,10.75,0,12.4,0,1.65
7,11.23,12.4,0,12.43,1.17,1.2
8,11.57,12.43,0,13.28,0.859999999999999,1.71
9,12.53,13.28,0,18.3,0.75,5.77
10,12.56,18.3,0,18.91,5.74,6.35
11,13.55,18.91,0,22.05,5.36,8.5
12,15,22.05,0,22.78,7.05,7.78
13,16.14,22.78,0,23.18,6.64,7.04
14,17.97,23.18,0,24.56,5.21,6.59
15,18.85,24.56,0,25.38,5.71,6.53
16,19.16,25.38,0,25.49,6.22,6.33
17,20.48,25.49,0,28.12,5.01,7.64
18,22.13,28.12,0,29.01,5.99,6.88
19,23.42,29.01,0,32.64,5.59,9.22
20,24.38,32.64,0,33.03,8.26,8.65
21,27.02,33.03,0,34.68,6.01,7.66
22,27.76,34.68,0,34.95,6.92,7.19
23,28.33,34.95,0,36.9,6.62,8.57
24,28.34,36.9,0,37.02,8.56,8.68
25,32.44,37.02,0,37.33,4.58000000000001,4.89
26,33.89,37.33,0,37.37,3.44,3.48
27,35.71,37.37,0,38.2,1.66,2.49
28,35.83,38.2,0,38.65,2.37,2.82
29,37.24,38.65,0,40,1.41,2.76
30,39.14,40,0,41.22,0.859999999999999,2.08
31,39.59,41.22,0,42.65,1.63,3.06
32,45.53,45.53,0,45.87,0,0.339999999999996
33,48.02,48.02,0,48.32,0,0.299999999999997
34,50.51,50.51,0,52.39,0,1.88
35,52.76,52.76,0,53.33,0,0.57
36,53.43,53.43,0,53.91,0,0.479999999999997
37,55.05,55.05,0,58.78,0,3.73
38,56.15,58.78,0,59.28,2.63,3.13
39,58.04,59.28,0,64.25,1.24,6.21
40,59.19,64.25,0,64.28,5.06,5.09
41,59.5,64.28,0,64.72,4.78,5.22
42,61.29,64.72,0,67.5,3.43,6.21
43,61.5,67.5,0,70.83,6,9.33
44,63.6,70.83,0,71.19,7.23,7.59
45,64,71.19,0,72.56,7.19,8.56
46,67.02,72.56,0,74.35,5.54000000000001,7.33
47,68.81,74.35,0,74.49,5.53999999999999,5.67999999999999
48,69.63,74.49,0,75.26,4.86,5.63000000000001
49,71.01,75.26,0,80.9,4.25,9.89
50,73.37,80.9,0,82.13,7.53,8.75999999999999
51,76.18,82.13,0,84.97,5.94999999999999,8.78999999999999
52,76.82,84.97,0,86.99,8.15000000000001,10.17
53,79.21,86.99,0,88.52,7.78,9.31
54,79.35,88.52,0,88.63,9.17,9.28
55,79.84,88.63,0,91.24,8.78999999999999,11.4
56,80.77,91.24,0,93.14,10.47,12.37
57,81.86,93.14,0,93.43,11.28,11.57
58,84.13,93.43,0,94.53,9.30000000000001,10.4
59,84.4,94.53,0,95.87,10.13,11.47
60,84.82,95.87,0,97.15,11.05,12.33
61,85.25,97.15,0,97.27,11.9,12.02
62,89.67,97.27,0,98.22,7.59999999999999,8.55
63,89.7,98.22,0,98.7,8.52,9
64,92.02,98.7,0,100.91,6.68000000000001,8.89
65,94.58,100.91,0,102.75,6.33,8.17
66,96.17,102.75,0,104.43,6.58,8.26000000000001
67,96.79,104.43,0,104.62,7.64,7.83
68,96.96,104.62,0,106.52,7.66000000000001,9.56
69,96.99,106.52,0,107.17,9.53,10.18
70,97.77,107.17,0,108.02,9.40000000000001,10.25
71,97.9,108.02,0,111.91,10.12,14.01
72,98.38,111.91,0,113.68,13.53,15.3
73,99.35,113.68,0,114.07,14.33,14.72
74,99.52,114.07,0,114.08,14.55,14.56
75,99.56,114.08,0,117.67,14.52,18.11
76,102.17,117.67,0,118.42,15.5,16.25
77,103.45,118.42,0,119.65,14.97,16.2
78,103.48,119.65,0,119.77,16.17,16.29
79,103.55,119.77,0,120.04,16.22,16.49
80,103.96,120.04,0,122.86,16.08,18.9
81,104.13,122.86,0,124.7,18.73,20.57
82,105.48,124.7,0,129.72,19.22,24.24
83,108.96,129.72,0,130.82,20.76,21.86
84,109.76,130.82,0,131.81,21.06,22.05
85,110.57,131.81,0,132.91,21.24,22.34
86,114.88,132.91,0,133.25,18.03,18.37
87,116.57,133.25,0,136.2,16.68,19.63
88,119.11,136.2,0,140.03,17.09,20.92
89,119.59,140.03,0,140.65,20.44,21.06
90,120.7,140.65,0,142.4,19.95,21.7
91,122.51,142.4,0,142.94,19.89,20.43
92,122.67,142.94,0,143.59,20.27,20.92
93,123.39,143.59,0,152.68,20.2,29.29
94,123.42,152.68,0,153.54,29.26,30.12
95,126.37,153.54,0,155.16,27.17,28.79
96,130.52,155.16,0,155.88,24.64,25.36
97,130.66,155.88,0,156.86,25.22,26.2
98,133.88,156.86,0,158.4,22.98,24.52
99,136.84,158.4,0,161.55,21.56,24.71
100,139.08,161.55,0,161.73,22.47,22.65
101,141.34,161.73,0,162.94,20.39,21.6
102,142.76,162.94,0,164.13,20.18,21.37
103,143.55,164.13,0,165.79,20.58,22.24
104,144.49,165.79,0,166.91,21.3,22.42
105,145.07,166.91,0,169.54,21.84,24.47
106,145.59,169.54,0,169.89,23.95,24.3
107,146.85,169.89,0,170.58,23.04,23.73
108,150.96,170.58,0,172.15,19.62,21.19
109,151.59,172.15,0,173.14,20.56,21.55
110,152.47,173.14,0,173.4,20.67,20.93
111,157.15,173.4,0,173.81,16.25,16.66
112,157.23,173.81,0,174.95,16.58,17.72
113,158.66,174.95,0,175.3,16.29,16.64
114,159.95,175.3,0,176.57,15.35,16.62
115,161.41,176.57,0,181.57,15.16,20.16
116,165.19,181.57,0,181.63,16.38,16.44
117,167.46,181.63,0,182.03,14.17,14.57
118,168.15,182.03,0,183.75,13.88,15.6
119,170.31,183.75,0,185.62,13.44,15.31
120,170.69,185.62,0,185.99,14.93,15.3
121,173.47,185.99,0,189.39,12.52,15.92
122,174.47,189.39,0,190.27,14.92,15.8
123,175.6,190.27,0,190.78,14.67,15.18
124,176.94,190.78,0,191.83,13.84,14.89
125,177.55,191.83,0,194.38,14.28,16.83
126,177.6,194.38,0,197.81,16.78,20.21
127,179.22,197.81,0,198.63,18.59,19.41
128,181.02,198.63,0,200.12,17.61,19.1
129,181.71,200.12,0,201.68,18.41,19.97
130,182.82,201.68,0,202.81,18.86,19.99
131,183.27,202.81,0,203.36,19.54,20.09
132,183.31,203.36,0,205.36,20.05,22.05
133,184.38,205.36,0,206.17,20.98,21.79
134,185.18,206.17,0,206.67,20.99,21.49
135,185.4,206.67,0,208.18,21.27,22.78
136,185.59,208.18,0,209.14,22.59,23.55
137,190.18,209.14,0,210.72,18.96,20.54
138,191.28,210.72,0,212.29,19.44,21.01
