Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turnaround Time
1,1.42,1.42,0,4.29,0,2.87
2,4.21,4.29,0,5.59,0.08,1.38
3,5.75,5.75,0,10.08,0,4.33
4,7.57,10.08,0,10.25,2.51,2.68
5,9.03,10.25,0,12.87,1.22,3.84
6,9.94,12.87,0,13.04,2.93,3.1
7,11.99,13.04,0,13.89,1.05,1.9
8,14.34,14.34,0,14.52,0,0.18
9,16.96,16.96,0,18.48,0,1.52
10,21.52,21.52,0,23.55,0,2.03
11,22.78,23.55,0,24.11,0.77,1.33
12,23.11,24.11,0,25.95,1,2.84
13,24.28,25.95,0,26.23,1.67,1.95
14,24.56,26.23,0,27.17,1.67,2.61
15,24.78,27.17,0,28.48,2.39,3.7
16,25.42,28.48,0,29.79,3.06,4.37
17,26.39,29.79,0,30.16,3.4,3.77
18,26.66,30.16,0,31.14,3.5,4.48
19,27.35,31.14,0,32.12,3.79,4.77
20,27.54,32.12,0,35.27,4.58,7.73
21,29.73,35.27,0,35.36,5.54,5.63
22,31.75,35.36,0,38.26,3.61,6.51
23,33.23,38.26,0,38.57,5.03,5.34
24,34.06,38.57,0,39.8,4.51,5.74
25,38.04,39.8,0,39.94,1.76,1.9
26,38.47,39.94,0,41.51,1.47,3.04
27,38.84,41.51,0,42.18,2.66999999999999,3.34
28,38.84,42.18,0,43.2,3.34,4.36
29,41.14,43.2,0,43.91,2.06,2.77
30,43.01,43.91,0,45.09,0.899999999999999,2.08000000000001
31,43.07,45.09,0,46.37,2.02,3.3
32,43.36,46.37,0,46.7,3.01,3.34
33,43.43,46.7,0,46.77,3.27,3.34
34,44.7,46.77,0,47.22,2.07,2.52
35,46.71,47.22,0,50.89,0.509999999999998,4.18
36,47.17,50.89,0,51.98,3.72,4.81
37,50.22,51.98,0,53.1,1.76,2.88
38,54.85,54.85,0,58.53,0,3.68
39,56.16,58.53,0,61.48,2.37,5.32
40,58.31,61.48,0,62.27,3.16999999999999,3.96
41,61.57,62.27,0,62.61,0.700000000000003,1.04
